Item,MLS # Link,Status,Area,Address,Unit Number,Subdivision/Complex,List Price,#Beds,#FBaths,#HBaths,SqFt Liv Area, Association Fee ,Type of Property,Year Built,#Garage Spaces,Pool YN,Waterfront Property (Y/N), CurrentPrice/SqFt ,Entry Date,Days on Market,Propety Type,Rent Period,Furnished Info (List)
1,A10121474,A,41,465 Brickell Avenue,4205,Icon Brickell,"$700,000 ",1,2,,"1,313"," $1,116 ",Condo,2008,1,Yes,Yes, $465.74 ,7/25/2016 17:56,243,For Sale,,
1,A10130194,A,41,475 Brickell Avenue,3513,Icon Brickell,"$539,000 ",2,2,0,"1,144", $977 ,Condo,2008,1,Yes,Yes, $471.15 ,8/10/2016 15:21,217,For Sale,,
1,A10237048,A,41,475 Brickell Avenue,4513,Icon Brickell,"$560,000 ",2,2,0,"1,012", $705 ,Condo,2008,1,Yes,Yes, $553.36 ,3/8/2017 20:07,8,For Sale,,
1,A1860712,A,41,475 Brickell Avenue,4313,Icon Brickell,"$575,000 ",2,2,0,"1,012", $977 ,Condo,2008,1,Yes,No, $568.18 ,10/24/2013 15:18,1238,For Sale,,
1,A2168574,A,41,475 Brickell Avenue,2415,Icon Brickell,"$599,000 ",2,2,0,"1,314", $800 ,Condo,2008,0,Yes,Yes, $455.86 ,9/1/2015 17:49,561,For Sale,,
1,A2186672,A,41,475 Brickell Avenue,2109,Icon Brickell,"$629,900 ",2,2,0,"1,167", $- ,Condo,2008,1,Yes,Yes, $539.76 ,10/9/2015 10:47,167,For Sale,,
1,A2165312,A,41,475 Brickell Avenue,2509,Icon Brickell,"$639,950 ",2,2,0,"1,167"," $1,046 ",Condo,2008,1,Yes,Yes, $548.37 ,8/25/2015 23:26,564,For Sale,,
1,A10241306,A,41,475 Brickell Avenue,4515,Icon Brickell,"$675,000 ",2,2,0,"1,168"," $1,062 ",Condo,2008,1,Yes,Yes, $577.91 ,3/14/2017 17:04,1,For Sale,,
1,A10207297,A,41,475 Brickell Avenue,4609,Icon Brickell,"$690,000 ",2,2,0,"1,312"," $1,104 ",Condo,2008,1,Yes,Yes, $524.32 ,1/14/2017 16:18,60,For Sale,,
1,A10055637,A,41,475 Brickell Avenue,3015,Icon Brickell,"$725,000 ",2,2,0,"1,168"," $1,023 ",Condo,2009,1,Yes,Yes, $620.72 ,3/24/2016 11:42,356,For Sale,,
1,A10209718,A,41,475 Brickell Avenue,2707,Icon Brickell,"$738,000 ",2,2,0,"1,290"," $1,100 ",Condo,2008,1,Yes,Yes, $572.09 ,1/18/2017 20:10,56,For Sale,,
1,A10235301,A,41,475 Brickell Avenue,4915,Icon Brickell,"$749,000 ",2,2,0,"1,290", $800 ,Condo,2008,1,Yes,Yes, $580.62 ,3/3/2017 17:20,12,For Sale,,
1,R10282597,A,41,475 Brickell Avenue,3613,Icon Brickell,"$765,000 ",2,2,0,"1,012", $900 ,Condo,2008,1,Yes,Yes, $755.93 ,11/10/2016 15:07,125,For Sale,,
1,A10092326,A,41,475 Brickell Avenue,4809,Icon Brickell,"$770,000 ",2,2,0,"1,167"," $1,113 ",Condo,2008,1,Yes,Yes, $659.81 ,6/2/2016 21:37,288,For Sale,,
1,A1960166,A,41,475 Brickell Avenue,1807,Icon Brickell,"$835,000 ",2,2,0,"1,461"," $1,157 ",Condo,2008,1,Yes,Yes, $571.53 ,6/6/2014 13:24,1013,For Sale,,
1,A10199306,A,41,475 Brickell Avenue,4407,Icon Brickell,"$850,000 ",2,2,0,"1,290"," $1,157 ",Condo,2008,1,Yes,Yes, $658.91 ,12/30/2016 11:45,75,For Sale,,
1,A10035027,A,41,475 Brickell Avenue,1507,Icon Brickell,"$895,000 ",2,2,0,"1,290"," $1,060 ",Condo,2008,1,Yes,Yes, $693.80 ,2/16/2016 12:54,393,For Sale,,
1,A2209575,A,41,475 Brickell Avenue,4007,Icon Brickell,"$900,000 ",2,2,0,"1,290"," $1,060 ",Condo,2008,1,Yes,Yes, $697.67 ,11/30/2015 16:41,471,For Sale,,
1,A10076529,A,41,475 Brickell Avenue,3807,Icon Brickell,"$950,000 ",2,2,0,"1,290"," $1,221 ",Condo,2008,1,Yes,Yes, $650.24 ,5/2/2016 18:02,317,For Sale,,
1,A10152242,A,41,465 Brickell Avenue,602,Icon Brickell,"$690,000 ",2,2,0,"1,433"," $1,182 ",Condo,2008,1,Yes,Yes, $481.51 ,9/21/2016 16:45,176,For Sale,,
1,A10237028,A,41,465 Brickell Avenue,3605,Icon Brickell,"$699,000 ",2,2,0,"1,313"," $1,110 ",Condo,2008,1,Yes,Yes, $532.37 ,3/7/2017 12:36,8,For Sale,,
1,A10118323,A,41,465 Brickell Avenue,3102,Icon Brickell,"$790,000 ",2,2,0,"1,433"," $1,100 ",Condo,2008,1,Yes,Yes, $493.75 ,7/20/2016 10:44,251,For Sale,,
1,A1858189,A,41,465 Brickell Avenue,3303,Icon Brickell,"$795,000 ",2,2,0,"1,313", $789 ,Condo,2008,1,Yes,Yes, $438.50 ,10/18/2013 16:28,1219,For Sale,,
1,A10134037,A,41,465 Brickell Avenue,2402,Icon Brickell,"$849,900 ",2,2,0,"1,269"," $1,203 ",Condo,2008,1,Yes,Yes, $593.09 ,8/17/2016 17:27,224,For Sale,,
1,A2154487,A,41,465 Brickell Avenue,5405,Icon Brickell,"$875,000 ",2,2,0,"1,313"," $1,176 ",Condo,2008,1,Yes,Yes, $666.41 ,8/3/2015 18:23,590,For Sale,,
1,A10189965,A,41,465 Brickell Avenue,1502,Icon Brickell,"$875,000 ",2,2,0,"1,269"," $1,140 ",Condo,2008,0,Yes,Yes, $689.52 ,12/7/2016 13:01,98,For Sale,,
1,A10205331,A,41,465 Brickell Avenue,3405,Icon Brickell,"$925,000 ",2,2,0,"1,313"," $1,139 ",Condo,2008,1,Yes,Yes, $704.49 ,1/11/2017 15:48,430,For Sale,,
1,A2210213,A,41,485 Brickell Avenue,2904,Icon Brickell,"$560,000 ",2,2,0,"1,286"," $1,500 ",Condo,2009,1,Yes,Yes, $386.74 ,12/1/2015 16:20,470,For Sale,,
1,A10206269,A,41,485 Brickell Avenue,3508,Icon Brickell,"$655,000 ",2,2,0,"1,459"," $1,579 ",Condo,2009,0,Yes,Yes, $448.94 ,1/12/2017 17:30,62,For Sale,,
1,A2163124,A,41,485 Brickell Avenue,3304,Icon Brickell,"$675,000 ",2,2,0,"1,286"," $1,378 ",Condo,2009,1,Yes,Yes, $524.88 ,8/20/2015 20:38,573,For Sale,,
1,A10168755,A,41,485 Brickell Avenue,2602,Icon Brickell,"$679,000 ",2,2,0,"1,386"," $1,445 ",Condo,2009,0,Yes,Yes, $489.90 ,10/25/2016 15:36,146,For Sale,,
1,A10212420,A,41,485 Brickell Avenue,4210,Icon Brickell,"$680,000 ",2,2,0,"1,347", $- ,Condo,2009,0,Yes,Yes, $504.83 ,1/23/2017 21:15,51,For Sale,,
1,A2017462,A,41,485 Brickell Avenue,2604,Icon Brickell,"$710,000 ",2,2,0,"1,286"," $1,458 ",Condo,2010,1,Yes,Yes, $552.10 ,10/9/2014 16:31,888,For Sale,,
1,A10160632,A,41,485 Brickell Avenue,4904,Icon Brickell,"$729,900 ",2,2,0,"1,286", $849 ,Condo,2009,1,Yes,Yes, $534.33 ,10/10/2016 14:02,156,For Sale,,
1,A10176535,A,41,485 Brickell Avenue,4708,Icon Brickell,"$730,000 ",2,2,0,"1,459", $- ,Condo,2009,0,Yes,Yes,,11/9/2016 14:35,126,For Sale,,
1,A10158006,A,41,485 Brickell Avenue,4804,Icon Brickell,"$749,990 ",2,2,0,"1,286", $- ,Condo,2009,0,Yes,Yes, $583.20 ,10/3/2016 15:27,163,For Sale,,
1,A2100910,A,41,485 Brickell Avenue,1810,Icon Brickell,"$780,000 ",2,2,0,"1,347"," $1,100 ",Condo,2009,1,Yes,Yes, $579.06 ,4/13/2015 17:42,345,For Sale,,
1,A10201983,A,41,485 Brickell Avenue,3104,Icon Brickell,"$595,000 ",2,2,1,"1,286"," $1,026 ",Condo,2009,1,Yes,No, $462.67 ,1/5/2017 16:36,69,For Sale,,
1,A10185702,A,41,475 Brickell Avenue,2813,Icon Brickell,"$520,000 ",2,2,,"1,012", $977 ,Condo,2008,1,Yes,Yes, $513.83 ,11/30/2016 13:40,106,For Sale,,
1,A10103011,A,41,475 Brickell Avenue,3713,Icon Brickell,"$575,000 ",2,2,,"1,012", $897 ,Condo,2008,1,Yes,Yes, $568.18 ,6/20/2016 14:03,268,For Sale,,
1,A10071271,A,41,475 Brickell Avenue,1709,Icon Brickell,"$589,900 ",2,2,,"1,167"," $1,100 ",Condo,2008,1,Yes,No, $505.48 ,4/21/2016 18:49,0,For Sale,,
1,A10107236,A,41,475 Brickell Avenue,3709,Icon Brickell,"$599,000 ",2,2,,"1,167"," $1,163 ",Condo,2008,1,Yes,Yes, $513.28 ,6/28/2016 12:49,180,For Sale,,
1,F10015736,A,41,475 Brickell Avenue,3915,Icon Brickell,"$599,999 ",2,2,,"1,168"," $1,023 ",Condo,2008,1,Yes,Yes, $513.70 ,6/10/2016 9:01,278,For Sale,,
1,A10175973,A,41,475 Brickell Avenue,3809,Icon Brickell,"$699,999 ",2,2,,"1,167"," $1,113 ",Condo,2008,1,Yes,Yes, $599.83 ,11/8/2016 15:14,127,For Sale,,
1,A10160741,A,41,475 Brickell Avenue,4107,Icon Brickell,"$870,000 ",2,2,,"1,290", $823 ,Condo,2008,1,Yes,Yes, $674.42 ,10/10/2016 15:47,170,For Sale,,
1,A10054702,A,41,465 Brickell Avenue,1903,Icon Brickell,"$680,000 ",2,2,,"1,503"," $1,195 ",Condo,2008,1,Yes,Yes, $395.12 ,4/2/2016 13:22,333,For Sale,,
1,A10127867,A,41,465 Brickell Avenue,3005,Icon Brickell,"$699,000 ",2,2,,"1,313"," $1,241 ",Condo,2008,1,Yes,Yes, $532.37 ,8/5/2016 17:48,222,For Sale,,
1,A10156822,A,41,465 Brickell Avenue,418,Icon Brickell,"$729,000 ",2,2,,"1,325"," $1,252 ",Condo,2008,1,Yes,Yes, $550.19 ,9/30/2016 11:47,166,For Sale,,
1,A10076559,A,41,465 Brickell Avenue,3905,Icon Brickell,"$749,000 ",2,2,,"1,313"," $1,110 ",Condo,2008,1,Yes,Yes, $570.45 ,5/2/2016 18:49,234,For Sale,,
1,A10183033,A,41,465 Brickell Avenue,4503,Icon Brickell,"$750,000 ",2,2,,"1,503"," $1,231 ",Condo,2008,1,Yes,Yes, $435.79 ,11/22/2016 12:00,113,For Sale,,
1,A10076109,A,41,465 Brickell Avenue,3703,Icon Brickell,"$775,000 ",2,2,,"1,313"," $1,139 ",Condo,2008,1,Yes,No, $590.25 ,5/2/2016 12:42,324,For Sale,,
1,A10118863,A,41,465 Brickell Avenue,4815,Icon Brickell,"$779,000 ",2,2,,"1,168", $935 ,Condo,2008,1,Yes,Yes, $666.95 ,7/21/2016 16:15,238,For Sale,,
1,A10226441,A,41,465 Brickell Avenue,1705,Icon Brickell,"$798,000 ",2,2,,"1,168"," $1,241 ",Condo,2008,1,Yes,Yes, $683.22 ,2/16/2017 13:21,27,For Sale,,
1,A10043855,A,41,465 Brickell Avenue,4302,Icon Brickell,"$799,000 ",2,2,,"1,269"," $1,100 ",Condo,2008,1,Yes,Yes, $629.63 ,3/2/2016 18:09,378,For Sale,,
1,A10191018,A,41,465 Brickell Avenue,4803,Icon Brickell,"$835,000 ",2,2,,"1,313"," $1,139 ",Condo,2008,0,Yes,No, $635.95 ,12/8/2016 20:28,97,For Sale,,
1,A10135865,A,41,465 Brickell Avenue,1019,Icon Brickell,"$860,000 ",2,2,,"1,375"," $1,192 ",Condo,2008,0,Yes,Yes, $625.45 ,8/22/2016 11:44,208,For Sale,,
1,A10191935,A,41,465 Brickell Avenue,2803,Icon Brickell,"$869,000 ",2,2,,"1,313"," $1,241 ",Condo,2008,1,Yes,Yes, $661.84 ,12/12/2016 0:08,96,For Sale,,
1,A10176410,A,41,485 Brickell Avenue,1604,Icon Brickell,"$585,000 ",2,2,,"1,286"," $1,377 ",Condo,2009,1,Yes,Yes, $454.90 ,11/9/2016 11:21,126,For Sale,,
1,A10211435,A,41,485 Brickell Avenue,4404,Icon Brickell,"$589,000 ",2,2,,"1,286", $996 ,Condo,2009,0,Yes,Yes, $458.01 ,1/21/2017 20:41,59,For Sale,,
1,A10031181,A,41,485 Brickell Avenue,4304,Icon Brickell,"$599,000 ",2,2,,"1,286", $- ,Condo,2009,1,Yes,Yes,,2/9/2016 12:32,400,For Sale,,
1,A10174095,A,41,485 Brickell Avenue,1904,Icon Brickell,"$640,000 ",2,2,,"1,286"," $1,377 ",Condo,2009,1,Yes,Yes, $497.67 ,11/4/2016 13:48,131,For Sale,,
1,A10199492,A,41,485 Brickell Avenue,2508,Icon Brickell,"$658,000 ",2,2,,"1,459"," $1,100 ",Condo,2009,1,Yes,Yes, $450.99 ,12/30/2016 21:55,75,For Sale,,
1,A10222932,A,41,485 Brickell Avenue,2502,Icon Brickell,"$674,900 ",2,2,,"1,386"," $1,900 ",Condo,2009,1,Yes,Yes, $486.94 ,2/9/2017 16:20,34,For Sale,,
1,A10219264,A,41,485 Brickell Avenue,3410,Icon Brickell,"$749,000 ",2,2,,"1,347"," $1,480 ",Condo,2009,1,Yes,Yes, $556.05 ,2/3/2017 14:41,40,For Sale,,
1,A10111064,A,41,485 Brickell Avenue,4808,Icon Brickell,"$760,000 ",2,2,,"1,459", $- ,Condo,2009,1,Yes,Yes, $520.90 ,7/6/2016 13:34,252,For Sale,,
1,A10071546,A,41,485 Brickell Avenue,2802,Icon Brickell,"$800,000 ",2,2,,"1,386"," $1,900 ",Condo,2009,0,Yes,Yes, $577.20 ,4/22/2016 12:43,327,For Sale,,
1,A10101676,A,41,485 Brickell Avenue,4002,Icon Brickell,"$999,000 ",2,2,,"1,386"," $1,900 ",Condo,2009,0,Yes,Yes, $720.78 ,6/16/2016 17:50,282,For Sale,,
1,A10050599,A,41,465 Brickell Avenue,601,Icon Brickell,"$1,449,000 ",3,2,1,"2,236"," $1,826 ",Condo,2008,1,Yes,Yes, $648.03 ,3/15/2016 15:11,485,For Sale,,
1,A10189959,A,41,465 Brickell Avenue,2601,Icon Brickell,"$1,580,000 ",3,2,1,"2,044"," $1,100 ",Condo,2008,1,Yes,Yes, $772.99 ,12/7/2016 12:56,98,For Sale,,
1,A10142658,A,41,465 Brickell Avenue,4801,Icon Brickell,"$1,639,000 ",3,2,1,"2,044"," $1,550 ",Condo,2008,1,Yes,Yes, $714.47 ,9/11/2016 22:31,195,For Sale,,
1,A10185011,A,41,465 Brickell Avenue,4501,Icon Brickell,"$1,699,000 ",3,2,1,"1,870"," $1,550 ",Condo,2008,1,Yes,Yes, $831.21 ,11/28/2016 16:18,107,For Sale,,
1,A10175835,A,41,465 Brickell Avenue,4101,Icon Brickell,"$1,899,000 ",3,2,1,"2,044"," $1,141 ",Condo,2008,1,Yes,Yes, $827.81 ,11/8/2016 12:19,127,For Sale,,
1,A10169644,A,41,465 Brickell Avenue,3401,Icon Brickell,"$1,900,000 ",3,2,1,"2,044"," $1,141 ",Condo,2008,1,Yes,Yes, $828.25 ,10/26/2016 22:02,149,For Sale,,
1,A10197676,A,41,465 Brickell Avenue,PH5601,Icon Brickell,"$1,950,000 ",3,2,1,"2,044"," $1,100 ",Condo,2008,1,Yes,Yes, $954.01 ,1/16/2017 10:09,65,For Sale,,
1,A10204941,A,41,465 Brickell Avenue,2101,Icon Brickell,"$3,500,000 ",3,2,1,"2,044"," $1,602 ",Condo,2008,1,Yes,Yes," $1,525.72 ",1/11/2017 10:03,63,For Sale,,
1,A10236364,A,41,475 Brickell Avenue,4508,Icon Brickell,"$2,000 ",0,1,0,598,,Condo,2008,1,Yes,Yes, $3.34 ,3/6/2017 15:42,9,For Rent,Month,Furnished
1,A10115588,A,41,475 Brickell Avenue,2508,Icon Brickell,"$1,990 ",0,1,0,598,,Condo,2008,1,Yes,Yes, $3.33 ,7/14/2016 11:16,257,For Rent,Year,Unfurnished
1,A10190868,A,41,475 Brickell Avenue,3108,Icon Brickell,"$1,850 ",0,1,0,598,,Condo,2008,1,Yes,Yes, $3.09 ,12/8/2016 15:55,97,For Rent,Month,Unfurnished
1,A10214154,A,41,475 Brickell Avenue,2010,Icon Brickell,"$1,850 ",0,1,0,620,,Condo,2008,,Yes,Yes, $2.98 ,1/26/2017 11:40,55,For Rent,Year,Unfurnished
1,A10201756,A,41,475 Brickell Avenue,610,Icon Brickell,"$1,750 ",0,1,0,546,,Condo,2008,1,Yes,Yes, $3.21 ,1/6/2017 13:43,69,For Rent,Year,Unfurnished
1,A10148247,A,41,485 Brickell Avenue   ,4905,Icon Brickell,$850 ,0,1,0,495,,Condo,2009,1,Yes,No, $1.72 ,9/14/2016 12:38,183,For Rent,Week,Furnished
1,A10195072,A,41,465 Brickell Avenue,4206,Icon Brickell,"$2,550 ",1,1,0,816,,Condo,2008,1,Yes,Yes, $3.13 ,12/18/2016 8:22,87,For Rent,Year,Part Furn
1,A10199189,A,41,465 Brickell Avenue,5004,Icon Brickell,"$2,500 ",1,1,0,726,,Condo,2008,1,Yes,Yes, $3.44 ,12/29/2016 21:15,90,For Rent,Month,Furnished
1,A10216540,A,41,465 Brickell Avenue,B-417,Icon Brickell,"$2,400 ",1,1,0,882,,Condo,2008,1,Yes,Yes, $2.72 ,1/30/2017 20:40,44,For Rent,Year,Unfurnished
1,A10237291,A,41,465 Brickell Avenue,3006,Icon Brickell,"$2,300 ",1,1,0,940,,Condo,2008,1,Yes,Yes, $2.45 ,3/7/2017 16:00,8,For Rent,Month,Unfurnished
1,F10018685,A,42,465 Brickell Avenue,5504,Icon Brickell,"$2,300 ",1,1,0,864,,Condo,2009,1,Yes,Yes, $2.66 ,6/26/2016 23:20,264,For Rent,Month,Unfurnished
1,A10182078,A,41,465 Brickell Avenue,4304,Icon Brickell,"$2,200 ",1,1,0,597,,Condo,2008,1,Yes,Yes, $3.69 ,11/20/2016 9:35,117,For Rent,Month,Unfurnished
1,A10216134,A,41,465 Brickell Avenue,4904,Icon Brickell,"$2,200 ",1,1,0,726,,Condo,2008,1,Yes,Yes, $3.03 ,1/30/2017 14:17,48,For Rent,Month,Unfurnished
1,A10227224,A,41,465 Brickell Avenue,4504,Icon Brickell,"$2,175 ",1,1,0,597,,Condo,2008,1,Yes,Yes, $3.64 ,2/17/2017 11:49,26,For Rent,Month,Unfurnished
1,A10203081,A,41,465 Brickell Avenue,904,Icon Brickell,"$2,000 ",1,1,0,597,,Condo,2008,1,Yes,Yes, $3.35 ,1/11/2017 14:11,67,For Rent,Year,Unfurnished
1,A10210875,A,41,465 Brickell Avenue,704,Icon Brickell,"$2,000 ",1,1,0,597,,Condo,2008,1,Yes,Yes, $3.35 ,1/20/2017 13:42,54,For Rent,Year,Unfurnished
1,A10161410,A,41,475 Brickell Avenue,4012,Icon Brickell,"$2,450 ",1,1,0,798,,Condo,2008,1,Yes,Yes, $3.07 ,10/11/2016 15:30,155,For Rent,Year,Furnished
1,A10213653,A,41,475 Brickell Avenue,B 717,Icon Brickell,"$2,400 ",1,1,0,922,,Condo,2009,1,Yes,Yes, $2.60 ,1/25/2017 14:44,49,For Rent,Year,Unfurnished
1,A10242172,A,41,475 Brickell Avenue,2912,Icon Brickell,"$2,400 ",1,1,0,947,,Condo,2009,1,No,No, $2.53 ,3/15/2017 17:56,0,For Rent,Month,Unfurnished
1,A10233702,A,41,475 Brickell Avenue,2411,Icon Brickell,"$2,250 ",1,1,0,816,,Condo,2008,1,Yes,Yes, $2.76 ,3/2/2017 9:39,14,For Rent,Year,Unfurnished
1,A10160748,A,41,475 Brickell Avenue,3211,Icon Brickell,"$2,200 ",1,1,0,816,,Condo,2008,1,Yes,No, $2.70 ,10/10/2016 16:27,156,For Rent,Month,Unfurnished
1,A10220422,A,41,485 Brickell Avenue   ,1611,Icon Brickell,"$2,200 ",1,1,0,876,,Condo,2009,0,Yes,Yes, $2.51 ,2/6/2017 14:47,48,For Rent,Month,Furnished
1,A10235458,A,41,485 Brickell Avenue   ,1906,Icon Brickell,"$3,000 ",1,1,0,842,,Condo,2010,0,Yes,No, $3.56 ,3/4/2017 10:06,11,For Rent,Year,Furnished
1,A10100222,A,41,485 Brickell Avenue   ,2011,Icon Brickell,"$3,100 ",1,1,0,876,,Condo,2009,1,Yes,Yes, $3.54 ,6/14/2016 16:08,274,For Rent,Month,Furnished
1,A10059013,A,41,485 Brickell Avenue   ,2506,Icon Brickell,"$2,900 ",1,1,0,842,,Condo,2009,1,Yes,No, $3.44 ,3/31/2016 11:23,349,For Rent,Month,Furnished
1,A10115623,A,41,485 Brickell Avenue   ,3101,Icon Brickell,"$2,900 ",1,1,0,898,,Condo,2009,0,Yes,Yes, $3.23 ,7/14/2016 11:46,244,For Rent,Year,Furnished
1,A10105925,A,41,485 Brickell Avenue   ,3103,Icon Brickell,"$2,900 ",1,1,0,842,,Condo,2009,1,Yes,No, $3.44 ,6/24/2016 17:21,264,For Rent,Month,Furnished
1,A10070513,A,41,485 Brickell Avenue   ,3607,Icon Brickell,"$2,250 ",1,1,0,842,,Condo,2009,0,Yes,Yes, $2.67 ,4/20/2016 17:20,329,For Rent,Month,Furnished
1,A10230852,A,41,485 Brickell Avenue   ,4007,Icon Brickell,"$3,000 ",1,1,0,842,,Condo,2009,1,Yes,No, $3.56 ,2/24/2017 10:48,19,For Rent,Month,Furnished
1,A2100226,A,41,485 Brickell Avenue   ,4306,Icon Brickell,"$3,300 ",1,1,0,842,,Condo,2009,1,Yes,No, $3.92 ,4/11/2015 19:20,704,For Rent,Year,Furnished
1,A2051362,A,41,485 Brickell Avenue   ,4507,Icon Brickell,"$1,800 ",1,1,0,842,,Condo,2009,1,Yes,No, $2.14 ,1/1/2015 21:13,804,For Rent,Week,Furnished
1,A10195321,A,41,485 Brickell Avenue   ,4807,Icon Brickell,"$4,000 ",1,1,0,953,,Condo,2009,0,Yes,Yes, $4.20 ,12/19/2016 11:06,86,For Rent,Month,Furnished
1,A10162858,A,41,485 Brickell Avenue   ,1806,Icon Brickell,"$5,320 ",1,1,0,842,,Condo,2009,1,Yes,No, $6.32 ,10/13/2016 19:46,153,For Rent,Month,Furnished
1,A10150621,A,41,485 Brickell Avenue   ,2203,Icon Brickell,"$2,800 ",1,1,0,790,,Condo,2009,1,Yes,Yes, $3.54 ,9/19/2016 14:58,177,For Rent,Year,Furnished
1,A10242049,A,41,485 Brickell Avenue   ,2309,Icon Brickell,"$4,500 ",1,1,0,"1,500",,Condo,2008,0,No,Yes, $3.00 ,3/15/2017 15:57,0,For Rent,Month,Furnished
1,A10230763,A,41,485 Brickell Avenue   ,2507,Icon Brickell,"$2,250 ",1,1,0,842,,Condo,2009,1,Yes,Yes, $2.67 ,2/24/2017 1:17,19,For Rent,Month,Unfurnished
1,A10239554,A,41,485 Brickell Avenue   ,2811,Icon Brickell,"$2,650 ",1,1,0,876,,Condo,2009,0,Yes,Yes, $3.03 ,3/10/2017 17:00,12,For Rent,Month,Furnished
1,A10152724,A,41,485 Brickell Avenue   ,2906,Icon Brickell,"$2,800 ",1,1,0,842,,Condo,2009,1,Yes,Yes, $3.33 ,9/22/2016 13:51,195,For Rent,Year,Furnished
1,A10221771,A,41,485 Brickell Avenue   ,3001,Icon Brickell,"$2,250 ",1,1,0,898,,Condo,2009,0,Yes,No, $2.51 ,2/8/2017 10:53,35,For Rent,Year,Unfurnished
1,A10213005,A,41,485 Brickell Avenue   ,3209,Icon Brickell,"$3,700 ",1,1,0,953,,Condo,2009,1,Yes,No, $3.88 ,1/24/2017 16:14,50,For Rent,Month,Furnished
1,A10209650,A,41,485 Brickell Avenue   ,3507,Icon Brickell,"$2,200 ",1,1,0,876,,Condo,2009,1,Yes,Yes, $2.51 ,1/24/2017 15:19,56,For Rent,Year,Unfurnished
1,A10233069,A,41,485 Brickell Avenue   ,3509,Icon Brickell,"$3,700 ",1,1,0,953,,Condo,2009,1,Yes,Yes, $3.88 ,2/28/2017 17:52,134,For Rent,Month,Furnished
1,A10196855,A,41,485 Brickell Avenue   ,3806,Icon Brickell,"$3,200 ",1,1,0,842,,Condo,2009,1,Yes,No, $3.80 ,12/21/2016 18:05,84,For Rent,Month,Furnished
1,A10211176,A,41,485 Brickell Avenue   ,3903,Icon Brickell,"$2,500 ",1,1,0,790,,Condo,2009,1,Yes,Yes, $3.16 ,1/20/2017 18:12,54,For Rent,Month,Furnished
1,A10233000,A,41,485 Brickell Avenue   ,3911,Icon Brickell,"$3,250 ",1,1,0,876,,Condo,2009,1,Yes,Yes, $3.71 ,2/28/2017 16:29,104,For Rent,Month,Furnished
1,A10221825,A,41,485 Brickell Avenue   ,4203,Icon Brickell,"$2,765 ",1,1,0,790,,Condo,2009,1,Yes,Yes, $3.50 ,2/8/2017 11:27,59,For Rent,Month,Furnished
1,A10115020,A,41,485 Brickell Avenue   ,4506,Icon Brickell,"$1,300 ",1,1,0,842,,Condo,2009,1,Yes,Yes, $1.54 ,7/13/2016 12:46,245,For Rent,Week,Furnished
1,A10212125,A,41,485 Brickell Avenue   ,4609,Icon Brickell,"$3,900 ",1,1,0,953,,Condo,2009,0,No,Yes, $4.09 ,1/23/2017 15:24,51,For Rent,Month,Furnished
1,A10140048,A,41,485 Brickell Avenue   ,4611,Icon Brickell,"$3,250 ",1,1,0,876,,Condo,2009,1,Yes,Yes, $3.71 ,8/29/2016 21:35,198,For Rent,Month,Furnished
1,A10236487,A,41,485 Brickell Avenue   ,4711,Icon Brickell,"$3,100 ",1,1,0,876,,Condo,2009,1,Yes,Yes, $3.54 ,3/6/2017 16:34,73,For Rent,Month,Furnished
1,A10221115,A,41,495 Brickell Avenue   ,1109,Icon Brickell,"$2,650 ",1,1,0,"1,035",,Condo,2009,1,Yes,Yes, $2.56 ,2/7/2017 12:43,36,For Rent,Month,Furnished
1,A10242083,A,41,495 Brickell Avenue   ,3206,Icon Brickell,"$2,800 ",1,1,0,732,,Condo,2009,1,No,Yes, $3.83 ,3/15/2017 16:23,0,For Rent,Year,Furnished
1,A10133959,A,41,495 Brickell Avenue   ,3806,Icon Brickell,"$2,300 ",1,1,0,732,,Condo,2009,1,Yes,Yes, $3.14 ,8/17/2016 16:17,226,For Rent,Year,Furnished
1,A10214411,A,41,495 Brickell Avenue   ,409,Icon Brickell,"$2,600 ",1,1,0,"1,035",,Condo,2009,1,Yes,Yes, $2.51 ,1/26/2017 15:20,48,For Rent,Month,Furnished
1,A10186473,A,41,495 Brickell Avenue   ,4106,Icon Brickell,"$2,300 ",1,1,0,732,,Condo,2009,1,Yes,Yes, $3.14 ,11/30/2016 17:09,106,For Rent,Month,Unfurnished
1,A10202589,A,41,495 Brickell Avenue   ,4108,Icon Brickell,"$2,199 ",1,1,0,732,,Condo,2009,1,Yes,Yes, $3.00 ,1/6/2017 16:51,68,For Rent,Month,Unfurnished
1,A10241785,A,41,495 Brickell Avenue   ,1607,Icon Brickell,"$2,450 ",1,1,0,984,,Condo,2009,1,Yes,No, $2.49 ,3/15/2017 12:24,0,For Rent,Year,Unfurnished
1,A10212286,A,41,495 Brickell Avenue   ,1608,Icon Brickell,"$2,100 ",1,1,0,732,,Condo,2009,1,No,Yes, $2.87 ,1/23/2017 17:36,54,For Rent,Month,Unfurnished
1,A10203557,A,41,495 Brickell Avenue   ,1706,Icon Brickell,"$2,150 ",1,1,0,732,,Condo,2009,1,Yes,Yes, $2.94 ,1/9/2017 14:03,65,For Rent,Year,Furnished
1,A10214919,A,41,495 Brickell Avenue   ,2806,Icon Brickell,"$2,100 ",1,1,0,732,,Condo,2009,1,Yes,No, $2.87 ,1/27/2017 16:38,47,For Rent,Month,Furnished
